record number,Price,Market Cap,Free Float Market Cap %,6m ADV,RoE %,RoCE %,EBIT Margin %,EPS,PAT %,Stock Return %
450,0.00012176,0.00017104,0.76146789,0.00030613,0.51276701,0.522737,0.51783471,0.00417511,0.51018906,0.06835205
451,0.00252235,0.00967695,0.32867506,0.01440185,0.60356021,0.62756021,0.51538164,0.0099191,0.5102809,0.17080248
452,0.00342098,0.00075219,0.35097077,0.00010758,0.51542614,0.52535349,0.51474537,0.01260853,0.51033105,0.08149481
453,9.23E-05,9.81E-05,0.88606785,0.02794182,0.50167452,0.50119475,0.51400341,0.0002737,0.51042603,0.05945704
454,0.00315342,0.00061967,0.2006614,8.54E-06,0.51406325,0.52282393,0.50563955,0.00550413,0.51043065,0.14736981
455,0.00367883,0.00065605,0.59953062,0.00273552,0.53243923,0.54473138,0.52586154,0.03743437,0.5105716,0.21085252
456,0.01847172,0.00498608,0.56646042,0.00267995,0.57109034,0.58708188,0.5267402,0.01481211,0.51058307,0.16730884
457,0.00384169,0.00042979,0.49210583,0.00075428,0.58755426,0.58028205,0.53597733,0.02274701,0.51060206,0.06975063
458,0.00229261,0.00041999,0.54267122,0.00241663,0.51959853,0.53665633,0.52325887,0.01742024,0.51063139,0.0999286
459,0.0072394,0.06234176,0.46660977,0.13347613,0.57920287,0.57700628,0.51422257,0.01557367,0.5107019,0.19268814
460,0.00035771,0.00209158,0.23479838,0.00308345,0.53053229,0.5473749,0.53289249,0.00513441,0.510718,0.05225281
461,0.00195817,0.00081182,0.20268829,0.0002756,0.50714675,0.52694857,0.53880833,0.00416511,0.51080736,0.08370739
462,0.00113613,0.00027382,0.22477064,0.000949,0.52474401,0.55027803,0.52967217,0.02211735,0.51089865,0.13369989
463,0.00056806,0.00034737,0.21954342,5.63E-05,0.60803102,0.6144007,0.53322708,0.02045902,0.51091705,0.12523986
464,0.00530353,0.00161094,0.85833156,0.00359382,0.5196962,0.53382595,0.53082018,0.0139302,0.51094541,0.19035742
465,0.00201051,0.00091794,0.47589076,0.00032887,0.53628774,0.55409793,0.5176553,0.0212232,0.5109958,0.19397903
466,0.0015297,0.00056477,0.21218263,0.0001155,0.56122142,0.57065675,0.52612848,0.00989979,0.5112177,0.19625601
467,0.00423236,0.00050701,0.19991466,0.00033968,0.57441659,0.61475288,0.51386329,0.01340201,0.51142232,0.10675261
468,0.01209314,0.00208253,0.24215916,0.00227811,0.535329,0.52744869,0.52174502,0.01079551,0.5114282,0.11828735
469,0.01955937,0.00091615,0.33880947,6.93E-05,0.55618582,0.55680898,0.52178472,0.00568513,0.51153149,0.13819959
470,0.02794072,0.00041202,0.54533817,0.00012916,0.53622874,0.5218011,0.51134283,0.01952943,0.51166524,0.20310958
471,0.0003422,0.00056027,0.89790911,4.34E-05,0.50627203,0.50912182,0.51717726,0.00046913,0.51181083,0.14503825
472,0.0013048,0.00400128,0.35545125,4.65E-05,0.53096486,0.52697619,0.51908346,0.01288606,0.51181842,0.07562031
473,0.00633399,0.00575583,0.24375933,0.00897282,0.57776054,0.57459484,0.51523907,0.00947006,0.51182961,0.25066942
474,0.00857328,0.03307677,0.20236825,0.03906645,0.5368409,0.53976282,0.52103838,0.00683617,0.51189642,0.15899246
475,0.01346773,0.00245923,0.20364839,1.09E-06,0.56571319,0.54062689,0.51920217,0.03204125,0.51201858,0.13542632
476,0.00127475,0.00063272,0.64988265,0.00794375,0.67459818,0.60263109,0.52342069,0.02627759,0.51203418,0.13183071
477,0.00777644,0.00082099,0.30669938,0.00055262,0.53360026,0.56038247,0.51830911,0.01749289,0.51207455,0.10742979
478,0.00635726,0.00893518,0.54117773,0.13972543,0.526887,0.52283361,0.5111752,0.01128584,0.51208215,0.27707307
479,0.00359159,0.00652672,0.65969703,0.00115813,0.53329035,0.5390603,0.52019145,0.00491277,0.51212081,0.19961179
480,0.00121368,0.00276597,0.44175379,0.00393117,0.55993765,0.57997315,0.53605244,0.01372173,0.51220246,0.14899117
481,0.00268521,0.00065362,0.28973757,0.00027106,0.52485269,0.52699915,0.51650648,0.03766649,0.5122932,0.07671186
482,0.0112391,0.00114982,0.28387028,0.00049791,0.54339808,0.55280277,0.51950575,0.00423123,0.51240827,0.1539866
483,0.00422266,0.00208518,0.49989332,0.0041942,0.50592349,0.53133114,0.59485357,0.00357794,0.51252299,0.07948323
484,0.00461526,0.00161762,0.22957115,0.0036552,0.56043446,0.58223395,0.52635856,0.01789025,0.51261725,0.25781226
485,0.00720257,0.00263024,0.46628974,0.00189875,0.51847106,0.51147485,0.5106754,0.02980847,0.51262889,0.20645949
486,0.00960083,0.00611725,0.20012801,0.00198449,0.53536317,0.58015714,0.52971066,0.0050409,0.51270677,0.19843009
487,0.00865471,0.01231736,0.44026029,0.00532871,0.54011189,0.55975064,0.53123566,0.00490998,0.51277387,0.20499077
488,0.00225868,0.00227266,0.56496693,0.04121214,0.53217495,0.56507145,0.5321805,0.01771295,0.51289963,0.0954242
489,0.00295082,0.00037642,0.5865159,0.00027048,0.51699475,0.52583897,0.53019995,0.01019389,0.51293551,0.17094682
490,0.00179046,0.00043827,0.35502454,0.00127702,0.58480179,0.56763527,0.52209113,0.05839175,0.51297056,0.11180074
491,0.00122628,0.0002439,0.46202262,0.00066737,0.69106965,0.80702948,0.51982861,0.04190789,0.51303335,0.13765294
492,0.00655404,0.00199165,0.28323021,0.00097011,0.58434321,0.55689905,0.53972195,0.03353855,0.51316472,0.17133305
493,0.00128832,0.00074084,0.60582462,0.00090243,0.56767923,0.53944826,0.53616351,0.03188083,0.5131787,0.23695062
494,0.00112837,0.00040712,0.44900789,0.00015941,0.52370637,0.5420171,0.52911114,0.00996163,0.51335337,0.14367553
495,0.00355184,0.00323616,0.48890548,0.01384128,0.57782363,0.61522256,0.52894651,0.00826109,0.5134337,0.17383214
496,0.00496231,0.00058726,0.22125027,0.00077009,0.61679753,0.65249982,0.51919703,0.0100123,0.5135056,0.20823528
497,0.00100914,0.000299,0.35993173,0.00066786,0.5407743,0.55357705,0.53619375,0.026684,0.5136786,0.1487827
498,0.00113806,0.00100054,0.25346704,0.00110427,0.57803619,0.59191691,0.53436156,0.00363774,0.5137247,0.14096369
499,0.00079102,0.00108615,0.61211863,0.00296709,0.5461312,0.59106582,0.53794643,0.02932623,0.51372806,0.09407209
500,0.02714679,0.00463374,0.31587369,0.0263876,0.55179228,0.56639832,0.52606888,0.01000481,0.51382886,0.13427159
501,0.01055471,0.00843964,0.296885,0.01305156,0.57944593,0.64390787,0.54269128,0.02385375,0.51386167,0.15125617
502,0.00407434,0.00070508,0.47866439,0.00119607,0.55574329,0.5578616,0.52295864,0.04207161,0.51389629,0.09983278
503,0.00731017,0.00101343,0.24258588,0.00047771,0.5846327,0.59025987,0.5313968,0.0170526,0.51390211,0.14170901
504,0.00749823,0.04089556,0.38766802,0.15565387,0.61605498,0.60526656,0.5205757,0.00617367,0.51398657,0.18645939
505,0.00064852,0.01869916,0.3721997,0.20718489,0.50980419,0.52408432,0.5680397,0.03260375,0.51398858,0.04600265
506,0.00191842,0.00027459,0.23266482,0.00013541,0.53178784,0.54812725,0.51309198,0.02136452,0.51399056,0.13607375
507,0.00059618,0.00027163,0.20044805,0.00018763,0.59763535,0.54520012,0.51696337,0.05561125,0.51400307,0.1048094
508,0.00278215,0.00049097,0.45850224,0.00410529,0.6177097,0.57826248,0.53664388,0.01069479,0.51403094,0.07660608
509,0.00642318,0.10352381,0.30008534,0.20698546,0.65448584,0.62737855,0.52653447,0.00819406,0.51403274,0.16112741
510,0.00375348,0.01580487,0.27757628,0.00959587,0.53602171,0.58502044,0.53084727,0.00400498,0.51403548,0.13014019
511,4.56E-05,0.00024975,0.2871773,0.00585122,0.56833804,0.60394951,0.54588935,0.24829712,0.51406955,0.00106248
512,0.0932039,0.00784847,0.33571581,0.00180969,0.569742,0.67357374,0.52413528,0.01235286,0.51407497,0.12340444
513,0.00852869,0.00229095,0.45124813,0.0026376,0.60452511,0.57094499,0.53506401,0.03205341,0.51408257,0.16303785
514,0.00594236,0.00146231,0.37529337,0.00347564,0.59620991,0.59838861,0.52595245,0.02154563,0.51410069,0.26412983
515,0.00250393,0.00673346,0.30712609,0.02268456,0.65229471,0.59714043,0.52780579,0.02142772,0.51416303,0.12618219
516,0.00023362,0.00102717,0.40078942,0.02927106,0.56886935,0.59555409,0.53843913,0.04336939,0.51422537,0.12223811
517,0.00122725,0.00657987,0.31992746,0.00971256,0.50937436,0.51630589,0.50454682,0.01560544,0.5144132,0.08667965
518,0.0012951,0.0007147,0.32536804,0.01143739,0.50134321,0.50812253,0.478149,0.00076796,0.51444309,0.24648598
519,0.00047985,0.00048215,0.29731171,0.00106919,0.59702712,0.62739115,0.52340771,0.02655396,0.5144692,0.15576374
520,0.00920823,0.00446539,0.45028803,0.00198518,0.59404534,0.60545151,0.52623774,0.00844906,0.51467153,0.1660434
521,0.00258633,0.00194965,0.40857692,0.00688,0.54057993,0.5387914,0.53650533,0.02063394,0.5147024,0.25690894
522,0.0016596,0.00794169,0.38830809,0.009296,0.56676824,0.54616474,0.52651888,0.03012181,0.51476728,0.18201754
523,0.00554782,0.00137708,0.73063794,0.00471918,0.52540095,0.54531207,0.5299213,0.02152626,0.5147719,0.19998494
524,0.04536065,0.00034672,0.36355878,3.25E-05,0.52449725,0.535717,0.52148192,0.01501745,0.51477632,0.13779579
525,0.02024086,0.0492155,0.19991466,0.01074712,0.54203631,0.57364151,0.52967309,0.00383311,0.51491995,0.13001494
526,0.00953201,0.01043941,0.58352891,0.00460945,0.60192762,0.57461329,0.51950624,0.00746255,0.514961,0.17951545
527,0.01110533,0.0003755,0.22573075,0.00011393,0.52061684,0.55542265,0.55441357,0.01024263,0.51498878,0.10409424
528,0.00151806,0.01922695,0.19991466,0.0556266,0.5393006,0.54568251,0.56850637,0.08267686,0.51505678,0.12155914
529,0.00121949,0.00028078,0.61553232,0.00126219,0.70453685,0.66189994,0.51959728,0.04918799,0.51511317,0.04898101
530,0.00131934,0.00045265,0.49861319,0.00236239,0.55329696,0.56702426,0.5458296,0.06924473,0.51521449,0.08730437
531,0.00151613,0.00339845,0.30435246,0.00056993,0.51501858,0.52959421,0.52724341,0.01231093,0.51538882,0.12482612
532,0.00140271,0.00074389,0.45380841,0.00052586,0.51524021,0.51875632,0.50650344,0.00967744,0.5155655,0.06347356
533,0.00022684,8.65E-05,0.67377854,0.00091314,0.56993188,0.55157495,0.55180461,0.42349765,0.51557486,0.02670741
534,0.00113322,0.00664998,0.29069767,0.01676405,0.5492787,0.55365104,0.54519576,0.0138469,0.51563644,0.13791018
535,0.00667522,0.00334155,0.20471517,0.00544459,0.56839646,0.55696835,0.52903318,0.05345703,0.51579548,0.08735343
536,0.0140513,0.00205629,0.27576275,0.00013414,0.52341266,0.54459742,0.51159206,0.00520719,0.5158178,0.12448627
537,0.00319123,0.00049818,0.32472797,0.00118454,0.52609527,0.54453284,0.53057108,0.01524182,0.51587109,0.1366597
538,0.00258148,0.00078066,0.35491786,1.91E-06,0.53953552,0.53612188,0.51879309,0.04647697,0.51598086,0.13501528
539,0.00176041,0.00278981,0.23234478,0.00457216,0.55113633,0.54850548,0.52017738,0.02219961,0.51599573,0.26761579
540,0.0024671,0.00052604,0.19991466,0.00047154,0.55286707,0.52965505,0.51554418,0.0580483,0.51600542,0.09889298
541,0.00703777,0.00029364,0.20119479,0.00011132,0.51856776,0.52206612,0.50709736,0.01262949,0.51617219,0.13017481
542,0.00263868,0.00052144,0.38265415,0.00246607,0.54908773,0.56134319,0.5451687,0.00839863,0.51623854,0.23444126
543,0.00581052,0.01707506,0.1997013,0.00478342,0.54706783,0.57836304,0.53196011,0.0053128,0.51623944,0.08680667
544,0.00235562,0.0007675,0.34425005,0.00386757,0.51814821,0.54173873,0.54398331,0.0093512,0.51632464,0.25647086
545,0.00107505,0.00271508,0.20012801,0.00383674,0.5159941,0.51944303,0.52733173,0.00837588,0.51640654,0.11241491
546,0.00040036,0.00037157,0.44090036,0.0010632,0.54519812,0.56307069,0.54615629,0.04940826,0.5166418,0.13707442
547,0.00318251,0.00060803,0.34136975,0.00186084,0.5616522,0.55867278,0.52963823,0.0207388,0.51664484,0.10775524
548,0.00338414,0.00084485,0.25037337,0.00720746,0.70177689,0.57885742,0.53690646,0.02109374,0.5166456,0.17487526
549,0.00296246,0.00259339,0.29507147,0.0030061,0.57255357,0.58394762,0.52892871,0.02279139,0.51668792,0.11081564
550,0.02295902,0.0037979,0.53104331,0.01799271,0.56371322,0.59069927,0.52070063,0.00710668,0.51669311,0.14038952
551,0.0024099,0.01748517,0.63302752,0.0746983,0.52359977,0.54406696,0.5401421,0.01121846,0.51674259,0.11362784
552,0.01744223,0.0015393,0.30200555,0.00012221,0.57193705,0.60041608,0.52423673,0.00761656,0.51677273,0.11740931
553,0.00346557,0.01913316,0.42852571,0.0244795,0.52740309,0.55283773,0.56648495,0.01337609,0.51677571,0.10468176
554,0.00338996,0.09419405,0.55749947,0.2769702,0.539594,0.55151506,0.55494539,0.0138192,0.51681498,0.23139207
555,0.00579016,0.00088896,0.39524216,0.00035301,0.53504327,0.55019998,0.52122727,0.01048102,0.51683676,0.12689286
556,0.00149965,0.00036478,0.2040751,0.00045277,0.65231497,0.65260038,0.5274137,0.01623627,0.51684289,0.13495258
557,0.0166134,0.00108042,0.24770642,0.00037756,0.51582463,0.54306722,0.53824516,0.00438627,0.5169756,0.2032038
558,0.00928481,0.00154335,0.20599531,0.00826891,0.57291292,0.60627493,0.52873146,0.00812524,0.51699393,0.06985549
559,0.00925379,0.00428984,0.20034137,0.00212534,0.55922315,0.57664645,0.5185216,0.00718302,0.5169996,0.13506781
560,0.00228873,0.00091962,0.45572861,0.00300773,0.59288432,0.63636352,0.52500143,0.01685022,0.51700936,0.08968792
561,0.01318661,0.00233595,0.37049285,0.00394021,0.55144587,0.54199884,0.53011855,0.01204416,0.51702353,0.22315447
562,0.00983834,0.02876258,0.66993813,0.09490861,0.55342972,0.56184066,0.54924391,0.01469425,0.5172642,0.16778945
563,0.00574557,0.0022909,0.51173459,0.00337934,0.52331534,0.55549339,0.57943606,0.00262268,0.51726769,0.16606991
564,0.00080847,0.00236339,0.4640495,0.01539366,0.54192966,0.54577819,0.54446578,0.01336959,0.51732721,0.22300685
565,0.00347623,0.00236778,0.5908897,3.84E-05,0.56548484,0.60383797,0.52210422,0.00390698,0.51733864,0.11631045
566,0.01961754,0.00198493,0.44858118,0.00478844,0.55666433,0.57847032,0.55041053,0.00568683,0.51739819,0.17515367
567,0.00089281,0.00098232,0.61382548,4.35E-05,0.59294859,0.5982138,0.52153458,0.00356208,0.51749317,0.10606417
568,0.00728012,0.00403514,0.25410711,0.00387356,0.56542874,0.59791032,0.54831109,0.00610603,0.51753215,0.25034494
569,0.00511838,0.0023027,0.49487945,0.00195024,0.57345726,0.57226137,0.5436997,0.01557522,0.51758406,0.11315126
570,7.37E-05,0.00269681,0.32152763,0.00243396,0.51149525,0.53206349,0.77308919,0.03757569,0.51771065,0.06861087
571,0.00852772,0.00131934,0.40612332,0.00269175,0.56141672,0.58887341,0.52839858,0.01541815,0.51779215,0.15027033
572,0.00299832,0.00643749,0.39524216,0.00415077,0.53115178,0.53232087,0.57014599,0.00870805,0.51781815,0.1077502
573,0.00302353,0.00072164,0.44154043,0.0047743,0.52418876,0.52069348,0.51045141,0.00677528,0.51786063,0.23508441
574,0.00721614,0.00248147,0.40356305,0.00215494,0.53576056,0.53087494,0.53697647,0.00351977,0.51787864,0.0580838
575,0.00720644,0.00071764,0.49327928,0.0010172,0.54490617,0.56571845,0.52158449,0.00498685,0.51789398,0.09769045
576,0.00709109,0.01245042,0.32942181,0.0018975,0.51748085,0.55453493,0.67971388,0.00323043,0.51796079,0.14825675
577,0.00607129,0.02032353,0.33774269,0.02001755,0.59063109,0.59323809,0.53311877,0.01366207,0.51796854,0.23613395
578,0.00041393,0.00027114,0.38521442,0.0002107,0.53381973,0.56991176,0.54481795,0.06866677,0.51799987,0.09874854
579,0.00016305,0.00020582,0.24983998,4.78E-05,0.54088053,0.55313175,0.56208767,0.02776257,0.51806163,0.08625451
580,0.00269975,0.00092746,0.44836783,0.02794182,0.53793036,0.56798796,0.55320691,0.00400722,0.51808913,0.09597335
581,0.00463562,0.00863591,0.31854064,0.00688925,0.55788987,0.56201645,0.525478,0.0160261,0.5181968,0.22942456
582,0.00089281,0.00057388,0.42756561,0.002423,0.54344327,0.54433708,0.52629003,0.05699597,0.51820348,0.0605366
583,0.00166444,0.00129239,0.20044805,0.00085721,0.52137061,0.53105351,0.53172738,0.00282449,0.5182328,0.12865141
584,0.00433608,0.0010608,0.21058246,0.00113992,0.55306713,0.57432014,0.51833192,0.01373951,0.51833102,0.14865277
585,0.00017934,0.00106701,0.99797312,0.01352012,0.53467838,0.54373297,0.6122765,0.00815381,0.5184391,0.09637036
586,0.00141434,0.00222341,0.36483892,0.00259363,0.55718855,0.58424881,0.53609046,0.01498809,0.51846395,0.17352661
587,0.00350434,0.00075704,0.51621506,0.0009859,0.57629762,0.56334446,0.53529222,0.01984355,0.51853195,0.1472317
588,0.00217046,0.0005446,0.36014508,0.00233831,0.56395824,0.58477677,0.54270059,0.01521001,0.51856818,0.24281945
589,0.00070862,0.00108111,0.3221677,0.00154153,0.55240283,0.55752535,0.54348648,0.01235599,0.51861267,0.12078383
590,0.00958048,0.00127583,0.48410497,0.00174782,0.56267854,0.56563365,0.53883682,0.01061346,0.51872331,0.12209111
591,0.01388554,0.01112815,0.28504374,0.00396613,0.53834535,0.53786713,0.54354929,0.00747823,0.51897224,0.1693383
592,0.00429827,0.00357495,0.53050992,0.00571717,0.53988284,0.55741914,0.53593683,0.00874037,0.51899258,0.09162793
593,0.00186608,0.01226708,0.62395989,0.00177389,0.51216414,0.53215008,0.54865244,0.00330921,0.51904965,0.09616858
594,0.00648522,0.00071201,0.34851718,0.0002528,0.54788928,0.57977015,0.55950512,0.01632409,0.51915017,0.09854514
595,0.00192133,0.00112898,0.20172818,0.00061553,0.6334674,0.63530456,0.53329559,0.01090829,0.51923873,0.19918644
596,0.01928988,0.00173692,0.28963089,0.01158002,0.5687297,0.57272032,0.52946615,0.00581787,0.51930789,0.41292442
597,0.01279691,0.00092786,0.42927246,0.00022773,0.54417539,0.56811883,0.52132978,0.01028088,0.51931619,0.16405244
598,0.0189157,0.0015051,0.40057606,0.00242204,0.54157352,0.55295011,0.54549284,0.00814315,0.51954255,0.18268583
599,0.00349271,0.00034107,0.41305739,0.0001545,0.5446173,0.56627157,0.52765226,0.02280434,0.51959023,0.10629367
600,0.00263577,0.00035879,0.42383188,0.00083785,0.56232871,0.57330846,0.52877762,0.02566656,0.5196711,0.14420861
601,0.01114216,0.02396217,0.47941114,0.00824005,0.57986122,0.56386562,0.64640074,0.00992937,0.51967712,0.18126644
602,0.01560717,0.02133193,0.33880947,0.00404318,0.55131777,0.57534981,0.53156971,0.00619084,0.51990077,0.12380242
603,0.00145215,0.0001311,0.26957542,0.00078949,0.59737527,0.57090714,0.54690709,0.0223663,0.51991721,0.03930306
604,0.01052951,0.00124984,0.29080435,0.00027897,0.51728799,0.52844368,0.53033804,0.00637488,0.51996833,0.27505969
605,0.00442236,0.00086888,0.36910604,0.00127684,0.5225167,0.54363191,0.51223538,0.00515973,0.5201305,0.08335565
606,0.00098781,0.00097732,0.20610198,0.00051121,0.53999599,0.5531841,0.52982786,0.0134873,0.52013263,0.09204247
607,0.00069505,0.00179042,0.52688287,0.00384764,0.53511918,0.55734187,0.55790282,0.0223921,0.52013821,0.08304529
608,0.00318541,0.01105305,0.29944527,0.01722921,0.6015845,0.63993169,0.533671,0.00384926,0.52025293,0.2487092
609,0.00508154,0.00233921,0.45380841,0.01739346,0.56328053,0.57049905,0.544252,0.0227015,0.52033673,0.118814
610,0.00309041,0.00648427,0.19991466,0.02926283,0.51324351,0.53862884,0.57670753,0.00538804,0.52038314,0.16093583
611,0.01302181,0.00046283,0.71228931,0.00012636,0.80500467,0.8604962,0.53003739,0.04631385,0.52040679,0.14410444
612,0.02365505,0.16860907,0.72893109,0.34506718,0.56032475,0.55963532,0.54634351,0.01047744,0.52061027,0.133885
613,0.02040856,0.00137737,0.20044805,0.00234864,0.594291,0.56621017,0.52288466,0.01543548,0.52065652,0.14411178
614,0.00588904,0.01419943,0.47162364,0.01937317,0.57799808,0.58304088,0.5411875,0.00543377,0.52076113,0.2613095
615,0.0091966,0.00080817,0.19991466,0.00201912,0.59266958,0.59302459,0.54215128,0.00544188,0.5207743,0.27145451
616,0.00235853,0.00381977,0.43994026,0.01146391,0.57350237,0.6003782,0.52930733,0.00669415,0.52079337,0.16669995
617,0.00540919,0.00447191,0.53040324,0.01627719,0.54418072,0.54525734,0.53658541,0.03390459,0.52084028,0.20928368
618,0.0007697,0.0003538,0.47866439,0.00723688,0.57268494,0.57319068,0.55682472,0.13087009,0.52084067,0.01394765
619,0.00839782,0.0012549,0.21452955,0.02794182,0.58246139,0.57089493,0.53378915,0.00429996,0.52088304,0.3679476
620,0.00331725,0.00959942,0.25410711,0.00664753,0.56352492,0.56801259,0.52884007,0.0143897,0.52088367,0.11838919
621,0.00405011,0.00061047,0.25762748,0.00020279,0.56910158,0.58940369,0.53651402,0.01178158,0.5209174,0.11827848
622,0.00208322,0.00342916,0.41721784,0.01242522,0.59914741,0.62992088,0.52953955,0.0102937,0.52096118,0.15203489
623,0.00047985,0.00031304,0.24290591,0.00013481,0.59260135,0.612127,0.52914902,0.02098235,0.52096333,0.12095245
624,0.00371276,0.00057964,0.71975677,0.00425316,0.55848902,0.57564067,0.54996637,0.01169288,0.52112585,0.10536415
625,0.00180791,0.00102556,0.20194154,0.00173453,0.59619149,0.60392074,0.53037275,0.02098901,0.52129457,0.1390415
626,0.00687976,0.00043542,0.3503307,0.00041657,0.57485095,0.58917425,0.53335435,0.01754724,0.5213035,0.1185918
627,0.02257999,0.00033823,0.22029016,2.20E-05,0.52524685,0.54194194,0.51014652,0.00632053,0.5213093,0.13146911
628,0.00609358,0.00129815,0.41007041,0.00113849,0.55160992,0.5675501,0.53162249,0.00806498,0.52138086,0.13412697
629,0.08381633,0.01251937,0.35865159,0.0673664,0.53983241,0.54605074,0.51397695,0.00460991,0.52145221,0.19288791
630,0.00547027,0.00452785,0.49743973,0.00634788,0.53629782,0.54942367,0.55237928,0.01070557,0.52154623,0.12740917
631,0.01769136,0.00203894,0.49349264,0.0048972,0.52574082,0.5389274,0.51211989,0.00616233,0.52155208,0.14150715
632,0.00205414,0.00050725,0.60091743,0.00330157,0.52084724,0.52795917,0.52709667,0.00545483,0.52171295,0.14186038
633,0.00173424,0.00255987,0.49498613,0.00530707,0.54992744,0.56287602,0.55061325,0.01132724,0.5217947,0.14961058
634,0.03553395,0.0040631,0.59099637,0.00091602,0.65109034,0.64636265,0.54288678,0.00170959,0.52179775,0.24361425
635,0.0054819,0.00044922,0.35161084,0.00038043,0.56243307,0.5758363,0.54680437,0.02823283,0.52181436,0.14162175
636,0.0010673,0.00037942,0.38158737,0.00084173,0.52092316,0.55021415,0.57694086,0.05337109,0.5218536,0.01884335
637,0.00867991,0.00071368,0.37241306,0.00146779,0.61931728,0.58060512,0.54253712,0.00718791,0.5219588,0.31821993
638,0.00374378,0.00170561,0.30648603,0.00158649,0.59452942,0.63487691,0.52985561,0.0234876,0.5220607,0.1270719
639,0.00173715,0.00418891,0.37582676,0.0100698,0.5557218,0.56741055,0.5507043,0.01447621,0.52212121,0.21127664
640,0.00315536,0.00143429,0.37273309,0.00066915,0.52742864,0.53275954,0.54865108,0.02104915,0.52226494,0.12766684
641,0.00121077,0.00101954,0.31235332,0.02794182,0.60118343,0.57976331,0.53033742,0.01547972,0.52230958,0.06319518
642,0.00032959,0.00020844,0.29101771,0.00021478,0.58075959,0.61552707,0.53292959,0.0128286,0.52232041,0.10257011
643,0.00666262,0.00528208,0.43577982,0.02615336,0.60230701,0.57044152,0.53632519,0.00562884,0.52240685,0.45103294
644,0.00451639,0.00075184,0.35545125,0.00049192,0.58556869,0.59024978,0.5304845,0.0101845,0.52241577,0.13156408
645,0.00313404,0.00038178,0.41455089,0.00031571,0.57855232,0.58294451,0.54196388,0.04959161,0.52246585,0.09699064
646,0.01357436,0.01198426,0.32899509,0.01044202,0.52800983,0.53849276,0.5228136,0.00655431,0.52249608,0.21946355
647,0.00698833,0.05013675,0.34275656,0.12240732,0.61094401,0.62756185,0.53398534,0.00417289,0.52255401,0.16250962
648,0.00100138,0.04776025,0.19991466,0.07930629,0.52373561,0.52775531,0.53256576,0.02366631,0.52259502,0.14047841
649,0.00105082,0.00667919,0.14657564,0.01410957,0.5670692,0.57176298,0.53700802,0.02836189,0.52262699,0.15146564
650,0.00172067,0.0041332,0.30413911,0.00295611,0.60427001,0.5787828,0.53178899,0.01166825,0.52264496,0.1270227
651,0.00929451,0.00580748,0.69127374,0.00861071,0.56331067,0.59945898,0.54076751,0.01026833,0.52267006,0.0922537
652,0.00103531,0.0010806,0.45594197,0.00232105,0.58513125,0.61644972,0.53972601,0.01600155,0.52278554,0.10607902
653,0.00087245,0.00018825,0.77618946,0.00102305,0.5797467,0.56678767,0.54926252,0.13397606,0.5228992,0.03859257
654,0.0044146,0.00113102,0.22743759,0.00674815,0.5374087,0.56039866,0.55200421,0.00567821,0.5229187,0.29728401
655,0.01639626,0.00181171,0.22509068,0.00016775,0.54240949,0.56578003,0.53248616,0.01841942,0.5229707,0.1763575
656,0.00426919,0.00401744,0.26637508,0.00316568,0.53896104,0.55623891,0.56779935,0.00528963,0.52317481,0.17859525
657,0.02696066,0.28857861,1,0.57656234,0.554476,0.55476499,0.57125037,0.00781879,0.52327569,0.15297017
658,0.00442914,0.00578697,1,0.00838074,0.57516993,0.60048081,0.526321,0.01380077,0.52335455,0.20101498
659,0.01657462,0.0887953,0.66631107,0.17226615,0.53429626,0.55278173,0.5545134,0.00907705,0.52336415,0.15979485
660,0.01694687,0.02354482,0.5403243,0.01123616,0.51644382,0.52600502,0.48272372,0.00072872,0.52340512,0.14604645
661,0.00227807,0.00124414,0.37838703,0.01038789,0.60818503,0.57169253,0.54431249,0.02141527,0.52345118,0.09906904
662,0.00699027,0.02072669,0.53296352,0.15670283,0.56967209,0.57797263,0.55189457,0.00929061,0.52354612,0.13560157
663,0.00104597,0.00050693,0.52037551,0.00521467,0.57208737,0.55394199,0.53345118,0.01532676,0.52357803,0.0926156
664,0.00576011,0.00649934,0.38958822,0.0114898,0.55929369,0.55357069,0.54067119,0.00730284,0.52367859,0.17627264
665,0.00490899,0.01062203,0.53264348,0.01131394,0.54434793,0.55776181,0.53961401,0.00471167,0.52373705,0.18659177
666,0.00075612,0.00024707,0.29219117,0.00019843,0.57601647,0.59274217,0.54366068,0.02472791,0.52374037,0.092169
667,0.00244383,0.06880725,0.32728824,0.23252042,0.52159199,0.53082238,0.48943524,0.01090667,0.52379934,0.09958105
668,0.00208419,0.00069797,0.49167911,0.00493024,0.54997361,0.57998334,0.5361962,0.01698689,0.5238084,0.14537145
669,0.00470348,0.00218928,0.33891615,0.00821916,0.63429279,0.60489488,0.5485485,0.01736529,0.52405989,0.17449146
670,0.00079393,0.00073161,0.32056753,0.00042103,0.5657204,0.56483988,0.53239905,0.02376671,0.52409009,0.15749695
671,6.11E-05,6.72E-05,0.79965863,0.00025308,0.53598184,0.53338398,0.54496618,0.33922274,0.52410774,0
672,0.00224995,0.00585755,0.44164711,0.05728248,0.64354737,0.59729505,0.55234428,0.03094619,0.52428319,0.13662964
673,0.00879624,0.00244591,0.44772776,0.00070753,0.56193285,0.57240042,0.5303432,0.00756873,0.5243043,0.10868747
674,0.00947966,0.0030579,0.33230211,0.00315449,0.55138478,0.55362327,0.53327315,0.00447941,0.52432649,0.15589954
